video_path,label,video_id,dataset,qwen_keep_ratio,qwen_precheck_conf,charades_video_id,action_id,start_s,end_s
k400/full/test/Ttf__t3g-zI_000001_000011.mp4,unloading truck,Ttf__t3g-zI_000001_000011,k400,,,,,,
k400/full/test/kHJjaN_5vy4_000057_000067.mp4,wrapping present,kHJjaN_5vy4_000057_000067,k400,,,,,,
k400/full/test/tL34N3dtpjE_000004_000014.mp4,plastering,tL34N3dtpjE_000004_000014,k400,,,,,,
k400/full/test/7wxCyqRgrMA_000203_000213.mp4,robot dancing,7wxCyqRgrMA_000203_000213,k400,,,,,,
k400/full/test/AC_jABJ-FB4_000000_000010.mp4,climbing tree,AC_jABJ-FB4_000000_000010,k400,,,,,,
k400/full/test/Pt7Z7alDcZg_000042_000052.mp4,playing clarinet,Pt7Z7alDcZg_000042_000052,k400,,,,,,
k400/full/test/_KbTvwBMQxU_000010_000020.mp4,holding snake,_KbTvwBMQxU_000010_000020,k400,,,,,,
k400/full/test/ERq1G4Or1Ss_000001_000011.mp4,dribbling basketball,ERq1G4Or1Ss_000001_000011,k400,,,,,,
k400/full/test/G-eT3Idq868_000022_000032.mp4,laying bricks,G-eT3Idq868_000022_000032,k400,,,,,,
k400/full/test/w0WegcrpCNg_000001_000011.mp4,feeding goats,w0WegcrpCNg_000001_000011,k400,,,,,,
k400/full/test/KhpKr1YvyRM_000342_000352.mp4,hitting baseball,KhpKr1YvyRM_000342_000352,k400,,,,,,
k400/full/test/0dPjHNddhrE_000103_000113.mp4,hoverboarding,0dPjHNddhrE_000103_000113,k400,,,,,,
k400/full/test/-0SUZKVInwE_000081_000091.mp4,tap dancing,-0SUZKVInwE_000081_000091,k400,,,,,,
k400/full/test/2F4vcngrLAc_000057_000067.mp4,extinguishing fire,2F4vcngrLAc_000057_000067,k400,,,,,,
k400/full/test/eVCt1cIKJ6g_000004_000014.mp4,golf putting,eVCt1cIKJ6g_000004_000014,k400,,,,,,
k400/full/test/HQIDlAWBMOw_000120_000130.mp4,sign language interpreting,HQIDlAWBMOw_000120_000130,k400,,,,,,
k400/full/test/_fXG7xfQ6KU_000112_000122.mp4,shaving head,_fXG7xfQ6KU_000112_000122,k400,,,,,,
k400/full/test/BDEk9lYzJ10_000086_000096.mp4,passing American football (not in game),BDEk9lYzJ10_000086_000096,k400,,,,,,
k400/full/test/Ip0kypu7ca8_000009_000019.mp4,yoga,Ip0kypu7ca8_000009_000019,k400,,,,,,
k400/full/test/Vz3Qt2KTYts_000125_000135.mp4,cleaning gutters,Vz3Qt2KTYts_000125_000135,k400,,,,,,
k400/full/test/2hyRRhMPFP8_000073_000083.mp4,sticking tongue out,2hyRRhMPFP8_000073_000083,k400,,,,,,
k400/full/test/L4_K1aXtOJY_000035_000045.mp4,cooking sausages,L4_K1aXtOJY_000035_000045,k400,,,,,,
k400/full/test/mz0KGfhA5ow_000174_000184.mp4,parkour,mz0KGfhA5ow_000174_000184,k400,,,,,,
k400/full/test/7k-ys4PRE8o_000223_000233.mp4,taking a shower,7k-ys4PRE8o_000223_000233,k400,,,,,,
k400/full/test/ookJ09MnI0A_000332_000342.mp4,drumming fingers,ookJ09MnI0A_000332_000342,k400,,,,,,
k400/full/test/Dm4J7z95-bA_000003_000013.mp4,shot put,Dm4J7z95-bA_000003_000013,k400,,,,,,
k400/full/test/usspJntDEUo_000289_000299.mp4,using computer,usspJntDEUo_000289_000299,k400,,,,,,
k400/full/test/h_LKAjLZcmg_000466_000476.mp4,assembling computer,h_LKAjLZcmg_000466_000476,k400,,,,,,
k400/full/test/sfT2hGteW6g_000000_000010.mp4,water skiing,sfT2hGteW6g_000000_000010,k400,,,,,,
k400/full/test/tdBQVcrnP1w_000009_000019.mp4,front raises,tdBQVcrnP1w_000009_000019,k400,,,,,,
k400/full/test/UII7ZahaLR0_000079_000089.mp4,hurling (sport),UII7ZahaLR0_000079_000089,k400,,,,,,
k400/full/test/0I92CBbeW78_000401_000411.mp4,playing volleyball,0I92CBbeW78_000401_000411,k400,,,,,,
k400/full/test/jg1UDqoPwNM_000093_000103.mp4,making pizza,jg1UDqoPwNM_000093_000103,k400,,,,,,
k400/full/test/9vX8BeexVFk_000007_000017.mp4,washing dishes,9vX8BeexVFk_000007_000017,k400,,,,,,
k400/full/test/8nFxM29xbQ4_000044_000054.mp4,baking cookies,8nFxM29xbQ4_000044_000054,k400,,,,,,
k400/full/test/T7JM-F3PTIY_000086_000096.mp4,peeling apples,T7JM-F3PTIY_000086_000096,k400,,,,,,
k400/full/test/2pIg3TM2dQ8_000009_000019.mp4,fixing hair,2pIg3TM2dQ8_000009_000019,k400,,,,,,
k400/full/test/sJNoIvivWN8_000050_000060.mp4,abseiling,sJNoIvivWN8_000050_000060,k400,,,,,,
k400/full/test/h_BtJ1Z0HXk_000094_000104.mp4,breakdancing,h_BtJ1Z0HXk_000094_000104,k400,,,,,,
k400/full/test/52mYx4fJMkg_000374_000384.mp4,ice fishing,52mYx4fJMkg_000374_000384,k400,,,,,,
k400/full/test/T8kCKqeZvw4_000079_000089.mp4,playing trombone,T8kCKqeZvw4_000079_000089,k400,,,,,,
k400/full/test/6OORy8HLiw0_000041_000051.mp4,tying bow tie,6OORy8HLiw0_000041_000051,k400,,,,,,
k400/full/test/uoqediMIwA4_000026_000036.mp4,using segway,uoqediMIwA4_000026_000036,k400,,,,,,
k400/full/test/3EqDf8saetA_000002_000012.mp4,bookbinding,3EqDf8saetA_000002_000012,k400,,,,,,
k400/full/test/FLEPUj8GXI0_000085_000095.mp4,swinging legs,FLEPUj8GXI0_000085_000095,k400,,,,,,
k400/full/test/O0hiqusXXp0_000005_000015.mp4,long jump,O0hiqusXXp0_000005_000015,k400,,,,,,
k400/full/test/OD4b517qjg8_000195_000205.mp4,playing poker,OD4b517qjg8_000195_000205,k400,,,,,,
k400/full/test/D7QdrA45hMM_000004_000014.mp4,javelin throw,D7QdrA45hMM_000004_000014,k400,,,,,,
k400/full/test/BrVSp4qAlII_000466_000476.mp4,tossing salad,BrVSp4qAlII_000466_000476,k400,,,,,,
k400/full/test/meUWBndPoPc_000114_000124.mp4,lunge,meUWBndPoPc_000114_000124,k400,,,,,,
k400/full/test/QeeLq2V6XjI_000008_000018.mp4,skipping rope,QeeLq2V6XjI_000008_000018,k400,,,,,,
k400/full/test/MtZce2TLg_E_000179_000189.mp4,bandaging,MtZce2TLg_E_000179_000189,k400,,,,,,
k400/full/test/tsDVk6onk7Q_000125_000135.mp4,welding,tsDVk6onk7Q_000125_000135,k400,,,,,,
k400/full/test/cgEnLD0CU6w_000001_000011.mp4,sled dog racing,cgEnLD0CU6w_000001_000011,k400,,,,,,
k400/full/test/xdbh1FBoNPQ_000029_000039.mp4,playing ukulele,xdbh1FBoNPQ_000029_000039,k400,,,,,,
k400/full/test/02XojQ76to0_000213_000223.mp4,brush painting,02XojQ76to0_000213_000223,k400,,,,,,
k400/full/test/ffuL7Ottq5E_000420_000430.mp4,playing controller,ffuL7Ottq5E_000420_000430,k400,,,,,,
k400/full/test/AmHdx_lHaes_000198_000208.mp4,sharpening pencil,AmHdx_lHaes_000198_000208,k400,,,,,,
k400/full/test/tVmfFZX_3rY_000000_000010.mp4,side kick,tVmfFZX_3rY_000000_000010,k400,,,,,,
k400/full/test/pYW8bECf-Mc_000008_000018.mp4,shining shoes,pYW8bECf-Mc_000008_000018,k400,,,,,,
k400/full/test/dUbE875MpBw_000036_000046.mp4,blowing glass,dUbE875MpBw_000036_000046,k400,,,,,,
k400/full/test/Ejp7C_NuBiQ_000024_000034.mp4,archery,Ejp7C_NuBiQ_000024_000034,k400,,,,,,
k400/full/test/s0pe7IODoXU_000034_000044.mp4,cartwheeling,s0pe7IODoXU_000034_000044,k400,,,,,,
k400/full/test/VTtPQeM4a2M_000003_000013.mp4,decorating the christmas tree,VTtPQeM4a2M_000003_000013,k400,,,,,,
k400/full/test/WDkVnlhmeOA_000049_000059.mp4,slapping,WDkVnlhmeOA_000049_000059,k400,,,,,,
k400/full/test/0h2sBd30Drg_000081_000091.mp4,paragliding,0h2sBd30Drg_000081_000091,k400,,,,,,
k400/full/test/Ht7NBk7ZKqo_000001_000011.mp4,trimming or shaving beard,Ht7NBk7ZKqo_000001_000011,k400,,,,,,
k400/full/test/3Q6J4bR7bEY_000002_000012.mp4,punching bag,3Q6J4bR7bEY_000002_000012,k400,,,,,,
k400/full/test/pjRNHGWDlMA_000038_000048.mp4,motorcycling,pjRNHGWDlMA_000038_000048,k400,,,,,,
k400/full/test/7NqM8jpSHoU_000004_000014.mp4,opening bottle,7NqM8jpSHoU_000004_000014,k400,,,,,,
k400/full/test/SRJaHZg94S8_000088_000098.mp4,petting cat,SRJaHZg94S8_000088_000098,k400,,,,,,
k400/full/test/i1qKLQVp9Zc_000003_000013.mp4,pumping fist,i1qKLQVp9Zc_000003_000013,k400,,,,,,
k400/full/test/cATHA7B3H80_000291_000301.mp4,stomping grapes,cATHA7B3H80_000291_000301,k400,,,,,,
k400/full/test/9ATYVcuYE_I_000023_000033.mp4,balloon blowing,9ATYVcuYE_I_000023_000033,k400,,,,,,
k400/full/test/AwLH1a5ONkc_000011_000021.mp4,playing harmonica,AwLH1a5ONkc_000011_000021,k400,,,,,,
k400/full/test/NMIa46Pr3Ro_000779_000789.mp4,jogging,NMIa46Pr3Ro_000779_000789,k400,,,,,,
k400/full/test/DZfzJlzBIdA_000242_000252.mp4,eating burger,DZfzJlzBIdA_000242_000252,k400,,,,,,
k400/full/test/5bTaB5v3c70_000044_000054.mp4,windsurfing,5bTaB5v3c70_000044_000054,k400,,,,,,
k400/full/test/wiy0KlyAI5Y_000005_000015.mp4,springboard diving,wiy0KlyAI5Y_000005_000015,k400,,,,,,
k400/full/test/89ogvTSpXDY_000013_000023.mp4,cleaning toilet,89ogvTSpXDY_000013_000023,k400,,,,,,
k400/full/test/ksSgvg7kFw8_000005_000015.mp4,testifying,ksSgvg7kFw8_000005_000015,k400,,,,,,
k400/full/test/-ToH-Wo6_F0_000083_000093.mp4,crying,-ToH-Wo6_F0_000083_000093,k400,,,,,,
k400/full/test/q_tub55P02c_000062_000072.mp4,cleaning floor,q_tub55P02c_000062_000072,k400,,,,,,
k400/full/test/nbEj2xuNcZo_000003_000013.mp4,walking the dog,nbEj2xuNcZo_000003_000013,k400,,,,,,
k400/full/test/Kdb5OKTOnDg_000394_000404.mp4,folding clothes,Kdb5OKTOnDg_000394_000404,k400,,,,,,
k400/full/test/I_8nM9pgMgw_000000_000010.mp4,breading or breadcrumbing,I_8nM9pgMgw_000000_000010,k400,,,,,,
k400/full/test/0icJ-REfKGs_000100_000110.mp4,whistling,0icJ-REfKGs_000100_000110,k400,,,,,,
k400/full/test/HwaIyNjvfQE_000483_000493.mp4,making jewelry,HwaIyNjvfQE_000483_000493,k400,,,,,,
k400/full/test/ZR8BAhj2ctM_000021_000031.mp4,jumpstyle dancing,ZR8BAhj2ctM_000021_000031,k400,,,,,,
k400/full/test/yJBOfOmqepk_000059_000069.mp4,braiding hair,yJBOfOmqepk_000059_000069,k400,,,,,,
k400/full/test/HVWKAk9sRVQ_000003_000013.mp4,headbanging,HVWKAk9sRVQ_000003_000013,k400,,,,,,
k400/full/test/-3ruskOOx7M_000006_000016.mp4,playing flute,-3ruskOOx7M_000006_000016,k400,,,,,,
k400/full/test/C01CHRWM_FQ_000041_000051.mp4,ice skating,C01CHRWM_FQ_000041_000051,k400,,,,,,
k400/full/test/UiTC2rYXVsU_000027_000037.mp4,dancing charleston,UiTC2rYXVsU_000027_000037,k400,,,,,,
k400/full/test/-MAGN91mrTs_000105_000115.mp4,climbing a rope,-MAGN91mrTs_000105_000115,k400,,,,,,
k400/full/test/5QI9UYyFlKk_000406_000416.mp4,skiing slalom,5QI9UYyFlKk_000406_000416,k400,,,,,,
k400/full/test/PQALpt-kddo_000004_000014.mp4,high kick,PQALpt-kddo_000004_000014,k400,,,,,,
k400/full/test/ou4ezovAi5Q_000061_000071.mp4,auctioning,ou4ezovAi5Q_000061_000071,k400,,,,,,
k400/full/test/arGmefBsu_g_000027_000037.mp4,kicking soccer ball,arGmefBsu_g_000027_000037,k400,,,,,,
k400/full/test/DEIJnvpP4g4_000109_000119.mp4,biking through snow,DEIJnvpP4g4_000109_000119,k400,,,,,,
k400/full/test/h56aIaFTQcM_000013_000023.mp4,running on treadmill,h56aIaFTQcM_000013_000023,k400,,,,,,
k400/full/test/Rgu86-9AiEU_000133_000143.mp4,dancing ballet,Rgu86-9AiEU_000133_000143,k400,,,,,,
k400/full/test/ljXSFz_3mPA_000016_000026.mp4,playing keyboard,ljXSFz_3mPA_000016_000026,k400,,,,,,
k400/full/test/CfbVrKrQmiE_000006_000016.mp4,shredding paper,CfbVrKrQmiE_000006_000016,k400,,,,,,
k400/full/test/nfLPAfMvGEE_000020_000030.mp4,counting money,nfLPAfMvGEE_000020_000030,k400,,,,,,
k400/full/test/F6N0xCCOQHY_000238_000248.mp4,cleaning pool,F6N0xCCOQHY_000238_000248,k400,,,,,,
k400/full/test/0zhxmF-4sns_000026_000036.mp4,stretching leg,0zhxmF-4sns_000026_000036,k400,,,,,,
k400/full/test/gBhfathpfEo_000018_000028.mp4,bowling,gBhfathpfEo_000018_000028,k400,,,,,,
k400/full/test/TZtkA0mNYcw_000110_000120.mp4,drawing,TZtkA0mNYcw_000110_000120,k400,,,,,,
k400/full/test/8ynrJLgJ5jA_000010_000020.mp4,barbequing,8ynrJLgJ5jA_000010_000020,k400,,,,,,
k400/full/test/Ja-9otx1hfc_000117_000127.mp4,grooming horse,Ja-9otx1hfc_000117_000127,k400,,,,,,
k400/full/test/HSQw3epiRAQ_000002_000012.mp4,headbutting,HSQw3epiRAQ_000002_000012,k400,,,,,,
k400/full/test/pddZ9_RMZGk_000257_000267.mp4,spray painting,pddZ9_RMZGk_000257_000267,k400,,,,,,
k400/full/test/XMk2j_dkhW8_000005_000015.mp4,slacklining,XMk2j_dkhW8_000005_000015,k400,,,,,,
k400/full/test/mEy1LHq0WHA_000000_000010.mp4,pushing wheelchair,mEy1LHq0WHA_000000_000010,k400,,,,,,
k400/full/test/ywPfCzPvQuo_000006_000016.mp4,playing monopoly,ywPfCzPvQuo_000006_000016,k400,,,,,,
k400/full/test/1K2p-dyx3SE_000071_000081.mp4,playing cello,1K2p-dyx3SE_000071_000081,k400,,,,,,
k400/full/test/A-WwFV_fk-Q_000013_000023.mp4,feeding fish,A-WwFV_fk-Q_000013_000023,k400,,,,,,
k400/full/test/wWG5iwcjMr8_000006_000016.mp4,blowing nose,wWG5iwcjMr8_000006_000016,k400,,,,,,
k400/full/test/aJ9_UQnziWU_000005_000015.mp4,dunking basketball,aJ9_UQnziWU_000005_000015,k400,,,,,,
k400/full/test/TPK4AdoJBm0_000134_000144.mp4,tasting food,TPK4AdoJBm0_000134_000144,k400,,,,,,
k400/full/test/u5zdxtdG6Lw_000002_000012.mp4,pumping gas,u5zdxtdG6Lw_000002_000012,k400,,,,,,
k400/full/test/s4HD7UAZ5yU_000834_000844.mp4,building cabinet,s4HD7UAZ5yU_000834_000844,k400,,,,,,
k400/full/test/AZSlOrEcuI0_000005_000015.mp4,faceplanting,AZSlOrEcuI0_000005_000015,k400,,,,,,
k400/full/test/QSRZ_3WAhQI_000318_000328.mp4,playing drums,QSRZ_3WAhQI_000318_000328,k400,,,,,,
k400/full/test/AcFBV9A3sgg_000009_000019.mp4,throwing ball,AcFBV9A3sgg_000009_000019,k400,,,,,,
k400/full/test/P7jVMnykGgw_000004_000014.mp4,eating ice cream,P7jVMnykGgw_000004_000014,k400,,,,,,
k400/full/test/PyEVvMgKVec_000093_000103.mp4,arranging flowers,PyEVvMgKVec_000093_000103,k400,,,,,,
k400/full/test/BEAvG_tMYgk_000088_000098.mp4,cooking chicken,BEAvG_tMYgk_000088_000098,k400,,,,,,
k400/full/test/qS4os30uUMo_000001_000011.mp4,tobogganing,qS4os30uUMo_000001_000011,k400,,,,,,
k400/full/test/VRfI-7H2Y78_000020_000030.mp4,playing xylophone,VRfI-7H2Y78_000020_000030,k400,,,,,,
diving48/32/L_SB1PRgDTE_00031.mp4,inward 1.5 somersaults in tuck position,L_SB1PRgDTE_00031,diving48,,,,,,
diving48/19/zBXtMcI41z8_00084.mp4,forward 1.5 somersaults in pike position,zBXtMcI41z8_00084,diving48,,,,,,
diving48/12/roFeEJPgJD8_00032.mp4,backward 2 somersaults with 1.5 twists in free position,roFeEJPgJD8_00032,diving48,,,,,,
diving48/8/jMEYIEYkpY0_00089.mp4,backward 3 somersaults in tuck position,jMEYIEYkpY0_00089,diving48,,,,,,
diving48/35/sFO6XlfgxNQ_00066.mp4,inward 3.5 somersaults in tuck position,sFO6XlfgxNQ_00066,diving48,,,,,,
diving48/31/CVAfPfVFulQ_00011.mp4,inward 1.5 somersaults in pike position,CVAfPfVFulQ_00011,diving48,,,,,,
diving48/15/Le6xdQ2OO8w_00042.mp4,backward dive (no somersault) in pike position,Le6xdQ2OO8w_00042,diving48,,,,,,
diving48/27/rRw7peH60Yw_00002.mp4,forward 3.5 somersaults in tuck position,rRw7peH60Yw_00002,diving48,,,,,,
diving48/25/TMJ1XIZBRW4_00053.mp4,forward 2.5 somersaults in tuck position,TMJ1XIZBRW4_00053,diving48,,,,,,
diving48/45/qD3IMtAanSg_00064.mp4,backward 3.5 somersaults in pike position,qD3IMtAanSg_00064,diving48,,,,,,
diving48/36/k71Cc-Sm-Mg_00004.mp4,inward dive (no somersault) in pike position,k71Cc-Sm-Mg_00004,diving48,,,,,,
diving48/3/SbzcCzXjYSU_00020.mp4,backward 1.5 somersaults in pike position,SbzcCzXjYSU_00020,diving48,,,,,,
diving48/6/qD3IMtAanSg_00082.mp4,backward 2 somersaults with 2.5 twists in free position,qD3IMtAanSg_00082,diving48,,,,,,
diving48/28/k71Cc-Sm-Mg_00109.mp4,forward 2.5 somersaults with 2 twists in pike position,k71Cc-Sm-Mg_00109,diving48,,,,,,
diving48/28/zBXtMcI41z8_00112.mp4,forward 4.5 somersaults in tuck position,zBXtMcI41z8_00112,diving48,,,,,,
diving48/23/zBXtMcI41z8_00066.mp4,forward 2.5 somersaults with 3 twists in pike position,zBXtMcI41z8_00066,diving48,,,,,,
diving48/27/bSsVWVfYU4w_00122.mp4,reverse 2.5 somersaults in tuck position,bSsVWVfYU4w_00122,diving48,,,,,,
diving48/26/XfCaMLlyj9I_00088.mp4,forward 3.5 somersaults in pike position,XfCaMLlyj9I_00088,diving48,,,,,,
diving48/22/XfCaMLlyj9I_00152.mp4,forward 1.5 somersaults with 2 twists in free position,XfCaMLlyj9I_00152,diving48,,,,,,
diving48/21/cs8g1es4vfM_00037.mp4,reverse 1.5 somersaults with 1.5 twists in free position,cs8g1es4vfM_00037,diving48,,,,,,
diving48/33/ovWCmIMMkRI_00049.mp4,inward 2.5 somersaults in pike position,ovWCmIMMkRI_00049,diving48,,,,,,
diving48/37/SbzcCzXjYSU_00005.mp4,reverse 1.5 somersaults with 0.5 twist in free position,SbzcCzXjYSU_00005,diving48,,,,,,
diving48/20/jMEYIEYkpY0_00004.mp4,forward 1 somersault in pike position,jMEYIEYkpY0_00004,diving48,,,,,,
diving48/36/k71Cc-Sm-Mg_00119.mp4,backward 1.5 somersaults with 0.5 twist in free position,k71Cc-Sm-Mg_00119,diving48,,,,,,
diving48/0/bSsVWVfYU4w_00163.mp4,backward 1.5 somersaults in tuck position,bSsVWVfYU4w_00163,diving48,,,,,,
diving48/46/Le6xdQ2OO8w_00081.mp4,backward dive (no somersault) in tuck position,Le6xdQ2OO8w_00081,diving48,,,,,,
diving48/34/zmacW6f2Tdk_00012.mp4,inward 2.5 somersaults in tuck position,zmacW6f2Tdk_00012,diving48,,,,,,
diving48/45/XfCaMLlyj9I_00106.mp4,reverse 3.5 somersaults in tuck position,XfCaMLlyj9I_00106,diving48,,,,,,
diving48/26/k71Cc-Sm-Mg_00180.mp4,reverse 2.5 somersaults with 1.5 twists in pike position,k71Cc-Sm-Mg_00180,diving48,,,,,,
diving48/19/MbzIpx8kAD0_00054.mp4,forward 1.5 somersaults with 1 twist in free position,MbzIpx8kAD0_00054,diving48,,,,,,
diving48/24/Le6xdQ2OO8w_00204.mp4,forward 2.5 somersaults in pike position,Le6xdQ2OO8w_00204,diving48,,,,,,
diving48/39/yHo2oERGo7A_00094.mp4,reverse 1.5 somersaults with 2.5 twists in free position,yHo2oERGo7A_00094,diving48,,,,,,
diving48/7/jMEYIEYkpY0_00064.mp4,backward 2.5 somersaults in pike position,jMEYIEYkpY0_00064,diving48,,,,,,
diving48/5/zBXtMcI41z8_00075.mp4,backward 2.5 somersaults with 1.5 twists in pike position,zBXtMcI41z8_00075,diving48,,,,,,
diving48/46/k71Cc-Sm-Mg_00019.mp4,reverse dive (no somersault) in pike position,k71Cc-Sm-Mg_00019,diving48,,,,,,
diving48/6/zBXtMcI41z8_00072.mp4,backward 2.5 somersaults with 2.5 twists in pike position,zBXtMcI41z8_00072,diving48,,,,,,
diving48/47/mGRum47TLX0_00033.mp4,reverse dive (no somersault) in tuck position,mGRum47TLX0_00033,diving48,,,,,,
diving48/29/sFO6XlfgxNQ_00018.mp4,forward dive (no somersault) in pike position,sFO6XlfgxNQ_00018,diving48,,,,,,
diving48/13/qD3IMtAanSg_00008.mp4,backward 3 somersaults in pike position,qD3IMtAanSg_00008,diving48,,,,,,
diving48/41/sRA_iEJGHtU_00001.mp4,reverse 1.5 somersaults in pike position,sRA_iEJGHtU_00001,diving48,,,,,,
diving48/43/SbzcCzXjYSU_00017.mp4,reverse 2.5 somersaults in pike position,SbzcCzXjYSU_00017,diving48,,,,,,
diving48/40/rRw7peH60Yw_00012.mp4,reverse 1.5 somersaults with 3.5 twists in free position,rRw7peH60Yw_00012,diving48,,,,,,
diving48/1/cs8g1es4vfM_00053.mp4,forward 2.5 somersaults with 1 twist in pike position,cs8g1es4vfM_00053,diving48,,,,,,
diving48/27/zmacW6f2Tdk_00057.mp4,backward 1.5 somersaults with 2.5 twists in free position,zmacW6f2Tdk_00057,diving48,,,,,,
diving48/8/zmacW6f2Tdk_00018.mp4,backward 2.5 somersaults in tuck position,zmacW6f2Tdk_00018,diving48,,,,,,
diving48/12/zBXtMcI41z8_00050.mp4,backward 3.5 somersaults in tuck position,zBXtMcI41z8_00050,diving48,,,,,,
diving48/1/ovWCmIMMkRI_00035.mp4,backward 1.5 somersaults with 1.5 twists in free position,ovWCmIMMkRI_00035,diving48,,,,,,
diving48/8/bSsVWVfYU4w_00164.mp4,inward 1.5 somersaults in tuck position,bSsVWVfYU4w_00164,diving48,,,,,,
diving48/19/MbzIpx8kAD0_00004.mp4,forward 1.5 somersaults in pike position,MbzIpx8kAD0_00004,diving48,,,,,,
diving48/33/roFeEJPgJD8_00029.mp4,backward 2 somersaults with 1.5 twists in free position,roFeEJPgJD8_00029,diving48,,,,,,
diving48/12/roFeEJPgJD8_00014.mp4,backward 3 somersaults in tuck position,roFeEJPgJD8_00014,diving48,,,,,,
diving48/35/sFO6XlfgxNQ_00068.mp4,inward 3.5 somersaults in tuck position,sFO6XlfgxNQ_00068,diving48,,,,,,
diving48/24/Le6xdQ2OO8w_00181.mp4,inward 1.5 somersaults in pike position,Le6xdQ2OO8w_00181,diving48,,,,,,
diving48/31/bSsVWVfYU4w_00027.mp4,backward dive (no somersault) in pike position,bSsVWVfYU4w_00027,diving48,,,,,,
diving48/27/roFeEJPgJD8_00007.mp4,forward 3.5 somersaults in tuck position,roFeEJPgJD8_00007,diving48,,,,,,
diving48/25/bl0C6d9QgIg_00027.mp4,forward 2.5 somersaults in tuck position,bl0C6d9QgIg_00027,diving48,,,,,,
diving48/11/zBXtMcI41z8_00058.mp4,backward 3.5 somersaults in pike position,zBXtMcI41z8_00058,diving48,,,,,,
diving48/36/mGRum47TLX0_00019.mp4,inward dive (no somersault) in pike position,mGRum47TLX0_00019,diving48,,,,,,
diving48/3/Le6xdQ2OO8w_00166.mp4,backward 1.5 somersaults in pike position,Le6xdQ2OO8w_00166,diving48,,,,,,
diving48/6/qD3IMtAanSg_00083.mp4,backward 2 somersaults with 2.5 twists in free position,qD3IMtAanSg_00083,diving48,,,,,,
diving48/22/XfCaMLlyj9I_00066.mp4,forward 2.5 somersaults with 2 twists in pike position,XfCaMLlyj9I_00066,diving48,,,,,,
diving48/22/k71Cc-Sm-Mg_00105.mp4,forward 4.5 somersaults in tuck position,k71Cc-Sm-Mg_00105,diving48,,,,,,
diving48/23/XfCaMLlyj9I_00121.mp4,forward 2.5 somersaults with 3 twists in pike position,XfCaMLlyj9I_00121,diving48,,,,,,
diving48/44/jMEYIEYkpY0_00073.mp4,reverse 2.5 somersaults in tuck position,jMEYIEYkpY0_00073,diving48,,,,,,
diving48/26/zmacW6f2Tdk_00003.mp4,forward 3.5 somersaults in pike position,zmacW6f2Tdk_00003,diving48,,,,,,
diving48/18/cs8g1es4vfM_00001.mp4,forward 1.5 somersaults with 2 twists in free position,cs8g1es4vfM_00001,diving48,,,,,,
diving48/21/cs8g1es4vfM_00036.mp4,reverse 1.5 somersaults with 1.5 twists in free position,cs8g1es4vfM_00036,diving48,,,,,,
diving48/33/rRw7peH60Yw_00001.mp4,inward 2.5 somersaults in pike position,rRw7peH60Yw_00001,diving48,,,,,,
diving48/37/SbzcCzXjYSU_00006.mp4,reverse 1.5 somersaults with 0.5 twist in free position,SbzcCzXjYSU_00006,diving48,,,,,,
diving48/20/mGRum47TLX0_00035.mp4,forward 1 somersault in pike position,mGRum47TLX0_00035,diving48,,,,,,
diving48/0/zmacW6f2Tdk_00047.mp4,backward 1.5 somersaults with 0.5 twist in free position,zmacW6f2Tdk_00047,diving48,,,,,,
diving48/19/Le6xdQ2OO8w_00194.mp4,backward 1.5 somersaults in tuck position,Le6xdQ2OO8w_00194,diving48,,,,,,
diving48/16/zBXtMcI41z8_00021.mp4,backward dive (no somersault) in tuck position,zBXtMcI41z8_00021,diving48,,,,,,
diving48/34/bSsVWVfYU4w_00115.mp4,inward 2.5 somersaults in tuck position,bSsVWVfYU4w_00115,diving48,,,,,,
diving48/45/qD3IMtAanSg_00001.mp4,reverse 3.5 somersaults in tuck position,qD3IMtAanSg_00001,diving48,,,,,,
diving48/42/rRw7peH60Yw_00023.mp4,reverse 2.5 somersaults with 1.5 twists in pike position,rRw7peH60Yw_00023,diving48,,,,,,
diving48/17/mGRum47TLX0_00042.mp4,forward 1.5 somersaults with 1 twist in free position,mGRum47TLX0_00042,diving48,,,,,,
diving48/24/L_SB1PRgDTE_00034.mp4,forward 2.5 somersaults in pike position,L_SB1PRgDTE_00034,diving48,,,,,,
diving48/31/cs8g1es4vfM_00045.mp4,reverse 1.5 somersaults with 2.5 twists in free position,cs8g1es4vfM_00045,diving48,,,,,,
diving48/7/SbzcCzXjYSU_00055.mp4,backward 2.5 somersaults in pike position,SbzcCzXjYSU_00055,diving48,,,,,,
diving48/3/sFO6XlfgxNQ_00116.mp4,backward 2.5 somersaults with 1.5 twists in pike position,sFO6XlfgxNQ_00116,diving48,,,,,,
diving48/46/ovWCmIMMkRI_00017.mp4,reverse dive (no somersault) in pike position,ovWCmIMMkRI_00017,diving48,,,,,,
diving48/13/qD3IMtAanSg_00130.mp4,backward 2.5 somersaults with 2.5 twists in pike position,qD3IMtAanSg_00130,diving48,,,,,,
diving48/46/bSsVWVfYU4w_00069.mp4,reverse dive (no somersault) in tuck position,bSsVWVfYU4w_00069,diving48,,,,,,
diving48/29/bSsVWVfYU4w_00022.mp4,forward dive (no somersault) in pike position,bSsVWVfYU4w_00022,diving48,,,,,,
diving48/11/qD3IMtAanSg_00102.mp4,backward 3 somersaults in pike position,qD3IMtAanSg_00102,diving48,,,,,,
